Year,Month,Value,Model,Scenario
2020,3,15.237,ACCESS-ESM1-5,ssp245
2020,9,4.622,ACCESS-ESM1-5,ssp245
2021,3,14.725,ACCESS-ESM1-5,ssp245
2021,9,6.17,ACCESS-ESM1-5,ssp245
2022,3,14.832,ACCESS-ESM1-5,ssp245
2022,9,5.865,ACCESS-ESM1-5,ssp245
2023,3,14.703,ACCESS-ESM1-5,ssp245
2023,9,5.252,ACCESS-ESM1-5,ssp245
2024,3,14.541,ACCESS-ESM1-5,ssp245
2024,9,4.536,ACCESS-ESM1-5,ssp245
2025,3,14.392,ACCESS-ESM1-5,ssp245
2025,9,6.003,ACCESS-ESM1-5,ssp245
2026,3,14.287,ACCESS-ESM1-5,ssp245
2026,9,4.766,ACCESS-ESM1-5,ssp245
2027,3,14.33,ACCESS-ESM1-5,ssp245
2027,9,4.371,ACCESS-ESM1-5,ssp245
2028,3,14.267,ACCESS-ESM1-5,ssp245
2028,9,4.591,ACCESS-ESM1-5,ssp245
2029,3,14.073,ACCESS-ESM1-5,ssp245
2029,9,2.827,ACCESS-ESM1-5,ssp245
2030,3,13.615,ACCESS-ESM1-5,ssp245
2030,9,2.654,ACCESS-ESM1-5,ssp245
2031,3,13.277,ACCESS-ESM1-5,ssp245
2031,9,4.55,ACCESS-ESM1-5,ssp245
2032,3,13.242,ACCESS-ESM1-5,ssp245
2032,9,1.889,ACCESS-ESM1-5,ssp245
2033,3,13.255,ACCESS-ESM1-5,ssp245
2033,9,3.796,ACCESS-ESM1-5,ssp245
2034,3,13.481,ACCESS-ESM1-5,ssp245
2034,9,3.709,ACCESS-ESM1-5,ssp245
2035,3,13.769,ACCESS-ESM1-5,ssp245
2035,9,4.104,ACCESS-ESM1-5,ssp245
2036,3,13.401,ACCESS-ESM1-5,ssp245
2036,9,3.151,ACCESS-ESM1-5,ssp245
2037,3,14.012,ACCESS-ESM1-5,ssp245
2037,9,2.688,ACCESS-ESM1-5,ssp245
2038,3,13.734,ACCESS-ESM1-5,ssp245
2038,9,3.811,ACCESS-ESM1-5,ssp245
2039,3,13.401,ACCESS-ESM1-5,ssp245
2039,9,2.478,ACCESS-ESM1-5,ssp245
2040,3,13.378,ACCESS-ESM1-5,ssp245
2040,9,2.491,ACCESS-ESM1-5,ssp245
2041,3,13.064,ACCESS-ESM1-5,ssp245
2041,9,3.114,ACCESS-ESM1-5,ssp245
2042,3,13.178,ACCESS-ESM1-5,ssp245
2042,9,3.062,ACCESS-ESM1-5,ssp245
2043,3,13.25,ACCESS-ESM1-5,ssp245
2043,9,1.477,ACCESS-ESM1-5,ssp245
2044,3,13.751,ACCESS-ESM1-5,ssp245
2044,9,1.39,ACCESS-ESM1-5,ssp245
2045,3,14.347,ACCESS-ESM1-5,ssp245
2045,9,2.71,ACCESS-ESM1-5,ssp245
2046,3,13.895,ACCESS-ESM1-5,ssp245
2046,9,1.384,ACCESS-ESM1-5,ssp245
2047,3,13.333,ACCESS-ESM1-5,ssp245
2047,9,0.75,ACCESS-ESM1-5,ssp245
2048,3,12.8,ACCESS-ESM1-5,ssp245
2048,9,0.942,ACCESS-ESM1-5,ssp245
2049,3,12.964,ACCESS-ESM1-5,ssp245
2049,9,1.305,ACCESS-ESM1-5,ssp245
2050,3,12.795,ACCESS-ESM1-5,ssp245
2050,9,1.437,ACCESS-ESM1-5,ssp245
2051,3,12.583,ACCESS-ESM1-5,ssp245
2051,9,0.837,ACCESS-ESM1-5,ssp245
2052,3,12.455,ACCESS-ESM1-5,ssp245
2052,9,2.217,ACCESS-ESM1-5,ssp245
2053,3,12.669,ACCESS-ESM1-5,ssp245
2053,9,1.367,ACCESS-ESM1-5,ssp245
2054,3,12.844,ACCESS-ESM1-5,ssp245
2054,9,1.011,ACCESS-ESM1-5,ssp245
2055,3,13.518,ACCESS-ESM1-5,ssp245
2055,9,0.636,ACCESS-ESM1-5,ssp245
2056,3,13.64,ACCESS-ESM1-5,ssp245
2056,9,0.857,ACCESS-ESM1-5,ssp245
2057,3,13.216,ACCESS-ESM1-5,ssp245
2057,9,0.437,ACCESS-ESM1-5,ssp245
2058,3,12.917,ACCESS-ESM1-5,ssp245
2058,9,0.399,ACCESS-ESM1-5,ssp245
2059,3,12.043,ACCESS-ESM1-5,ssp245
2059,9,0.368,ACCESS-ESM1-5,ssp245
2060,3,12.423,ACCESS-ESM1-5,ssp245
2060,9,0.371,ACCESS-ESM1-5,ssp245
2061,3,12.174,ACCESS-ESM1-5,ssp245
2061,9,0.167,ACCESS-ESM1-5,ssp245
2062,3,11.916,ACCESS-ESM1-5,ssp245
2062,9,0.095,ACCESS-ESM1-5,ssp245
2063,3,12.492,ACCESS-ESM1-5,ssp245
2063,9,0.115,ACCESS-ESM1-5,ssp245
2064,3,12.156,ACCESS-ESM1-5,ssp245
2064,9,0.143,ACCESS-ESM1-5,ssp245
2065,3,12.662,ACCESS-ESM1-5,ssp245
2065,9,0.495,ACCESS-ESM1-5,ssp245
2066,3,12.385,ACCESS-ESM1-5,ssp245
2066,9,0.818,ACCESS-ESM1-5,ssp245
2067,3,12.316,ACCESS-ESM1-5,ssp245
2067,9,0.715,ACCESS-ESM1-5,ssp245
2068,3,12.224,ACCESS-ESM1-5,ssp245
2068,9,0.694,ACCESS-ESM1-5,ssp245
2069,3,12.438,ACCESS-ESM1-5,ssp245
2069,9,0.386,ACCESS-ESM1-5,ssp245
2070,3,12.465,ACCESS-ESM1-5,ssp245
2070,9,0.192,ACCESS-ESM1-5,ssp245
2071,3,12.604,ACCESS-ESM1-5,ssp245
2071,9,0.603,ACCESS-ESM1-5,ssp245
2072,3,12.549,ACCESS-ESM1-5,ssp245
2072,9,0.936,ACCESS-ESM1-5,ssp245
2073,3,13.045,ACCESS-ESM1-5,ssp245
2073,9,1.292,ACCESS-ESM1-5,ssp245
2074,3,12.617,ACCESS-ESM1-5,ssp245
2074,9,0.486,ACCESS-ESM1-5,ssp245
2075,3,12.268,ACCESS-ESM1-5,ssp245
2075,9,0.275,ACCESS-ESM1-5,ssp245
2076,3,12.419,ACCESS-ESM1-5,ssp245
2076,9,1.3,ACCESS-ESM1-5,ssp245
2077,3,12.535,ACCESS-ESM1-5,ssp245
2077,9,0.26,ACCESS-ESM1-5,ssp245
2078,3,12.488,ACCESS-ESM1-5,ssp245
2078,9,0.647,ACCESS-ESM1-5,ssp245
2079,3,12.398,ACCESS-ESM1-5,ssp245
2079,9,0.335,ACCESS-ESM1-5,ssp245
2080,3,12.482,ACCESS-ESM1-5,ssp245
2080,9,0.212,ACCESS-ESM1-5,ssp245
2081,3,13.072,ACCESS-ESM1-5,ssp245
2081,9,0.217,ACCESS-ESM1-5,ssp245
2082,3,12.023,ACCESS-ESM1-5,ssp245
2082,9,0.177,ACCESS-ESM1-5,ssp245
2083,3,12.26,ACCESS-ESM1-5,ssp245
2083,9,0.379,ACCESS-ESM1-5,ssp245
2084,3,11.954,ACCESS-ESM1-5,ssp245
2084,9,0.311,ACCESS-ESM1-5,ssp245
2085,3,11.427,ACCESS-ESM1-5,ssp245
2085,9,0.245,ACCESS-ESM1-5,ssp245
2086,3,11.634,ACCESS-ESM1-5,ssp245
2086,9,0.054,ACCESS-ESM1-5,ssp245
2087,3,11.924,ACCESS-ESM1-5,ssp245
2087,9,0.322,ACCESS-ESM1-5,ssp245
2088,3,11.873,ACCESS-ESM1-5,ssp245
2088,9,0.228,ACCESS-ESM1-5,ssp245
2089,3,11.496,ACCESS-ESM1-5,ssp245
2089,9,0.236,ACCESS-ESM1-5,ssp245
2090,3,11.783,ACCESS-ESM1-5,ssp245
2090,9,0.326,ACCESS-ESM1-5,ssp245
2091,3,11.99,ACCESS-ESM1-5,ssp245
2091,9,0.165,ACCESS-ESM1-5,ssp245
2092,3,11.694,ACCESS-ESM1-5,ssp245
2092,9,0.219,ACCESS-ESM1-5,ssp245
2093,3,11.576,ACCESS-ESM1-5,ssp245
2093,9,0.158,ACCESS-ESM1-5,ssp245
2094,3,10.982,ACCESS-ESM1-5,ssp245
2094,9,0.131,ACCESS-ESM1-5,ssp245
2095,3,11.087,ACCESS-ESM1-5,ssp245
2095,9,0.064,ACCESS-ESM1-5,ssp245
2096,3,10.901,ACCESS-ESM1-5,ssp245
2096,9,0.067,ACCESS-ESM1-5,ssp245
2097,3,10.846,ACCESS-ESM1-5,ssp245
2097,9,0.153,ACCESS-ESM1-5,ssp245
2098,3,11.086,ACCESS-ESM1-5,ssp245
2098,9,0.073,ACCESS-ESM1-5,ssp245
2099,3,11.43,ACCESS-ESM1-5,ssp245
2099,9,0.091,ACCESS-ESM1-5,ssp245
2100,3,11.661,ACCESS-ESM1-5,ssp245
2100,9,0.166,ACCESS-ESM1-5,ssp245
1979,3,15.479,ACCESS-ESM1-5,ssp585
1979,9,6.714,ACCESS-ESM1-5,ssp585
1980,3,15.841,ACCESS-ESM1-5,ssp585
1980,9,6.747,ACCESS-ESM1-5,ssp585
1981,3,16.248,ACCESS-ESM1-5,ssp585
1981,9,7.199,ACCESS-ESM1-5,ssp585
1982,3,15.769,ACCESS-ESM1-5,ssp585
1982,9,6.908,ACCESS-ESM1-5,ssp585
1983,3,16.002,ACCESS-ESM1-5,ssp585
1983,9,6.686,ACCESS-ESM1-5,ssp585
1984,3,16.117,ACCESS-ESM1-5,ssp585
1984,9,6.728,ACCESS-ESM1-5,ssp585
1985,3,16.76,ACCESS-ESM1-5,ssp585
1985,9,6.959,ACCESS-ESM1-5,ssp585
1986,3,16.236,ACCESS-ESM1-5,ssp585
1986,9,7.102,ACCESS-ESM1-5,ssp585
1987,3,15.777,ACCESS-ESM1-5,ssp585
1987,9,7.4,ACCESS-ESM1-5,ssp585
1988,3,15.643,ACCESS-ESM1-5,ssp585
1988,9,6.605,ACCESS-ESM1-5,ssp585
1989,3,15.718,ACCESS-ESM1-5,ssp585
1989,9,6.788,ACCESS-ESM1-5,ssp585
1990,3,15.758,ACCESS-ESM1-5,ssp585
1990,9,7.119,ACCESS-ESM1-5,ssp585
1991,3,15.045,ACCESS-ESM1-5,ssp585
1991,9,6.233,ACCESS-ESM1-5,ssp585
1992,3,15.542,ACCESS-ESM1-5,ssp585
1992,9,6.89,ACCESS-ESM1-5,ssp585
1993,3,16.3,ACCESS-ESM1-5,ssp585
1993,9,5.962,ACCESS-ESM1-5,ssp585
1994,3,16.37,ACCESS-ESM1-5,ssp585
1994,9,7.765,ACCESS-ESM1-5,ssp585
1995,3,16.018,ACCESS-ESM1-5,ssp585
1995,9,6.14,ACCESS-ESM1-5,ssp585
1996,3,15.544,ACCESS-ESM1-5,ssp585
1996,9,5.523,ACCESS-ESM1-5,ssp585
1997,3,14.721,ACCESS-ESM1-5,ssp585
1997,9,6.311,ACCESS-ESM1-5,ssp585
1998,3,14.518,ACCESS-ESM1-5,ssp585
1998,9,5.622,ACCESS-ESM1-5,ssp585
1999,3,14.349,ACCESS-ESM1-5,ssp585
1999,9,5.904,ACCESS-ESM1-5,ssp585
2000,3,14.533,ACCESS-ESM1-5,ssp585
2000,9,6.514,ACCESS-ESM1-5,ssp585
2001,3,14.856,ACCESS-ESM1-5,ssp585
2001,9,5.886,ACCESS-ESM1-5,ssp585
2002,3,14.834,ACCESS-ESM1-5,ssp585
2002,9,5.063,ACCESS-ESM1-5,ssp585
2003,3,14.477,ACCESS-ESM1-5,ssp585
2003,9,5.028,ACCESS-ESM1-5,ssp585
2004,3,14.244,ACCESS-ESM1-5,ssp585
2004,9,4.95,ACCESS-ESM1-5,ssp585
2005,3,14.057,ACCESS-ESM1-5,ssp585
2005,9,5.573,ACCESS-ESM1-5,ssp585
2006,3,14.24,ACCESS-ESM1-5,ssp585
2006,9,4.722,ACCESS-ESM1-5,ssp585
2007,3,14.037,ACCESS-ESM1-5,ssp585
2007,9,4.46,ACCESS-ESM1-5,ssp585
2008,3,14.419,ACCESS-ESM1-5,ssp585
2008,9,5.188,ACCESS-ESM1-5,ssp585
2009,3,14.692,ACCESS-ESM1-5,ssp585
2009,9,4.894,ACCESS-ESM1-5,ssp585
2010,3,14.628,ACCESS-ESM1-5,ssp585
2010,9,4.768,ACCESS-ESM1-5,ssp585
2011,3,14.616,ACCESS-ESM1-5,ssp585
2011,9,3.894,ACCESS-ESM1-5,ssp585
2012,3,14.365,ACCESS-ESM1-5,ssp585
2012,9,5.666,ACCESS-ESM1-5,ssp585
2013,3,14.094,ACCESS-ESM1-5,ssp585
2013,9,5.259,ACCESS-ESM1-5,ssp585
2014,3,14.077,ACCESS-ESM1-5,ssp585
2014,9,4.51,ACCESS-ESM1-5,ssp585
2015,3,14.305,ACCESS-ESM1-5,ssp585
2015,9,5.547,ACCESS-ESM1-5,ssp585
2016,3,14.477,ACCESS-ESM1-5,ssp585
2016,9,4.037,ACCESS-ESM1-5,ssp585
2017,3,14.545,ACCESS-ESM1-5,ssp585
2017,9,3.884,ACCESS-ESM1-5,ssp585
2018,3,14.468,ACCESS-ESM1-5,ssp585
2018,9,2.852,ACCESS-ESM1-5,ssp585
2019,3,13.937,ACCESS-ESM1-5,ssp585
2019,9,5.047,ACCESS-ESM1-5,ssp585
2020,3,13.734,ACCESS-ESM1-5,ssp585
2020,9,5.04,ACCESS-ESM1-5,ssp585
2021,3,13.991,ACCESS-ESM1-5,ssp585
2021,9,4.537,ACCESS-ESM1-5,ssp585
2022,3,13.917,ACCESS-ESM1-5,ssp585
2022,9,5.333,ACCESS-ESM1-5,ssp585
2023,3,14.069,ACCESS-ESM1-5,ssp585
2023,9,4.195,ACCESS-ESM1-5,ssp585
2024,3,13.828,ACCESS-ESM1-5,ssp585
2024,9,4.499,ACCESS-ESM1-5,ssp585
2025,3,13.925,ACCESS-ESM1-5,ssp585
2025,9,4.537,ACCESS-ESM1-5,ssp585
2026,3,13.957,ACCESS-ESM1-5,ssp585
2026,9,4.747,ACCESS-ESM1-5,ssp585
2027,3,13.914,ACCESS-ESM1-5,ssp585
2027,9,5.114,ACCESS-ESM1-5,ssp585
2028,3,14.017,ACCESS-ESM1-5,ssp585
2028,9,4.756,ACCESS-ESM1-5,ssp585
2029,3,14.106,ACCESS-ESM1-5,ssp585
2029,9,4.367,ACCESS-ESM1-5,ssp585
2030,3,14.003,ACCESS-ESM1-5,ssp585
2030,9,4.457,ACCESS-ESM1-5,ssp585
2031,3,14.093,ACCESS-ESM1-5,ssp585
2031,9,4.588,ACCESS-ESM1-5,ssp585
2032,3,14.144,ACCESS-ESM1-5,ssp585
2032,9,4.661,ACCESS-ESM1-5,ssp585
2033,3,13.557,ACCESS-ESM1-5,ssp585
2033,9,2.817,ACCESS-ESM1-5,ssp585
2034,3,13.47,ACCESS-ESM1-5,ssp585
2034,9,1.967,ACCESS-ESM1-5,ssp585
2035,3,13.29,ACCESS-ESM1-5,ssp585
2035,9,2.284,ACCESS-ESM1-5,ssp585
2036,3,13.461,ACCESS-ESM1-5,ssp585
2036,9,2.052,ACCESS-ESM1-5,ssp585
2037,3,13.637,ACCESS-ESM1-5,ssp585
2037,9,1.864,ACCESS-ESM1-5,ssp585
2038,3,13.554,ACCESS-ESM1-5,ssp585
2038,9,1.701,ACCESS-ESM1-5,ssp585
2039,3,14.214,ACCESS-ESM1-5,ssp585
2039,9,1.546,ACCESS-ESM1-5,ssp585
2040,3,13.782,ACCESS-ESM1-5,ssp585
2040,9,0.846,ACCESS-ESM1-5,ssp585
2041,3,14.091,ACCESS-ESM1-5,ssp585
2041,9,0.91,ACCESS-ESM1-5,ssp585
2042,3,13.696,ACCESS-ESM1-5,ssp585
2042,9,1.515,ACCESS-ESM1-5,ssp585
2043,3,13.116,ACCESS-ESM1-5,ssp585
2043,9,2.408,ACCESS-ESM1-5,ssp585
2044,3,12.924,ACCESS-ESM1-5,ssp585
2044,9,0.821,ACCESS-ESM1-5,ssp585
2045,3,12.867,ACCESS-ESM1-5,ssp585
2045,9,1.331,ACCESS-ESM1-5,ssp585
2046,3,12.734,ACCESS-ESM1-5,ssp585
2046,9,0.579,ACCESS-ESM1-5,ssp585
2047,3,13.029,ACCESS-ESM1-5,ssp585
2047,9,0.868,ACCESS-ESM1-5,ssp585
2048,3,12.99,ACCESS-ESM1-5,ssp585
2048,9,1.203,ACCESS-ESM1-5,ssp585
2049,3,13.158,ACCESS-ESM1-5,ssp585
2049,9,0.676,ACCESS-ESM1-5,ssp585
2050,3,13.023,ACCESS-ESM1-5,ssp585
2050,9,0.395,ACCESS-ESM1-5,ssp585
2051,3,12.072,ACCESS-ESM1-5,ssp585
2051,9,0.668,ACCESS-ESM1-5,ssp585
2052,3,11.743,ACCESS-ESM1-5,ssp585
2052,9,0.218,ACCESS-ESM1-5,ssp585
2053,3,11.859,ACCESS-ESM1-5,ssp585
2053,9,0.402,ACCESS-ESM1-5,ssp585
2054,3,11.81,ACCESS-ESM1-5,ssp585
2054,9,0.149,ACCESS-ESM1-5,ssp585
2055,3,11.874,ACCESS-ESM1-5,ssp585
2055,9,0.228,ACCESS-ESM1-5,ssp585
2056,3,11.973,ACCESS-ESM1-5,ssp585
2056,9,0.134,ACCESS-ESM1-5,ssp585
2057,3,12.082,ACCESS-ESM1-5,ssp585
2057,9,0.05,ACCESS-ESM1-5,ssp585
2058,3,12.251,ACCESS-ESM1-5,ssp585
2058,9,0.344,ACCESS-ESM1-5,ssp585
2059,3,12.24,ACCESS-ESM1-5,ssp585
2059,9,0.334,ACCESS-ESM1-5,ssp585
2060,3,11.854,ACCESS-ESM1-5,ssp585
2060,9,0.045,ACCESS-ESM1-5,ssp585
2061,3,12.096,ACCESS-ESM1-5,ssp585
2061,9,0.154,ACCESS-ESM1-5,ssp585
2062,3,11.885,ACCESS-ESM1-5,ssp585
2062,9,0.352,ACCESS-ESM1-5,ssp585
2063,3,12.373,ACCESS-ESM1-5,ssp585
2063,9,0.111,ACCESS-ESM1-5,ssp585
2064,3,11.872,ACCESS-ESM1-5,ssp585
2064,9,0.263,ACCESS-ESM1-5,ssp585
2065,3,12.151,ACCESS-ESM1-5,ssp585
2065,9,0.162,ACCESS-ESM1-5,ssp585
2066,3,11.711,ACCESS-ESM1-5,ssp585
2066,9,0.152,ACCESS-ESM1-5,ssp585
2067,3,11.859,ACCESS-ESM1-5,ssp585
2067,9,0.55,ACCESS-ESM1-5,ssp585
2068,3,11.743,ACCESS-ESM1-5,ssp585
2068,9,0.319,ACCESS-ESM1-5,ssp585
2069,3,11.379,ACCESS-ESM1-5,ssp585
2069,9,0.128,ACCESS-ESM1-5,ssp585
2070,3,10.749,ACCESS-ESM1-5,ssp585
2070,9,0.098,ACCESS-ESM1-5,ssp585
2071,3,10.617,ACCESS-ESM1-5,ssp585
2071,9,0.162,ACCESS-ESM1-5,ssp585
2072,3,10.73,ACCESS-ESM1-5,ssp585
2072,9,0.024,ACCESS-ESM1-5,ssp585
2073,3,10.242,ACCESS-ESM1-5,ssp585
2073,9,0.207,ACCESS-ESM1-5,ssp585
2074,3,10.41,ACCESS-ESM1-5,ssp585
2074,9,0.056,ACCESS-ESM1-5,ssp585
2075,3,10.538,ACCESS-ESM1-5,ssp585
2075,9,0.054,ACCESS-ESM1-5,ssp585
2076,3,10.816,ACCESS-ESM1-5,ssp585
2076,9,0.054,ACCESS-ESM1-5,ssp585
2077,3,10.83,ACCESS-ESM1-5,ssp585
2077,9,0.024,ACCESS-ESM1-5,ssp585
2078,3,10.725,ACCESS-ESM1-5,ssp585
2078,9,0.174,ACCESS-ESM1-5,ssp585
2079,3,10.136,ACCESS-ESM1-5,ssp585
2079,9,0.009,ACCESS-ESM1-5,ssp585
2080,3,10.58,ACCESS-ESM1-5,ssp585
2080,9,0.044,ACCESS-ESM1-5,ssp585
2081,3,10.345,ACCESS-ESM1-5,ssp585
2081,9,0.042,ACCESS-ESM1-5,ssp585
2082,3,9.831,ACCESS-ESM1-5,ssp585
2082,9,0.028,ACCESS-ESM1-5,ssp585
2083,3,9.734,ACCESS-ESM1-5,ssp585
2083,9,0.055,ACCESS-ESM1-5,ssp585
2084,3,10.005,ACCESS-ESM1-5,ssp585
2084,9,0.015,ACCESS-ESM1-5,ssp585
2085,3,10.134,ACCESS-ESM1-5,ssp585
2085,9,0.006,ACCESS-ESM1-5,ssp585
2086,3,10.292,ACCESS-ESM1-5,ssp585
2086,9,0.044,ACCESS-ESM1-5,ssp585
2087,3,9.882,ACCESS-ESM1-5,ssp585
2087,9,0.002,ACCESS-ESM1-5,ssp585
2088,3,8.979,ACCESS-ESM1-5,ssp585
2088,9,0.004,ACCESS-ESM1-5,ssp585
2089,3,9.769,ACCESS-ESM1-5,ssp585
2089,9,0.017,ACCESS-ESM1-5,ssp585
2090,3,9.705,ACCESS-ESM1-5,ssp585
2090,9,0.012,ACCESS-ESM1-5,ssp585
2091,3,9.37,ACCESS-ESM1-5,ssp585
2091,9,0.001,ACCESS-ESM1-5,ssp585
2092,3,9.603,ACCESS-ESM1-5,ssp585
2092,9,0.008,ACCESS-ESM1-5,ssp585
2093,3,9.253,ACCESS-ESM1-5,ssp585
2093,9,0.013,ACCESS-ESM1-5,ssp585
2094,3,9.317,ACCESS-ESM1-5,ssp585
2094,9,0.011,ACCESS-ESM1-5,ssp585
2095,3,8.528,ACCESS-ESM1-5,ssp585
2095,9,0.006,ACCESS-ESM1-5,ssp585
2096,3,8.947,ACCESS-ESM1-5,ssp585
2096,9,0.012,ACCESS-ESM1-5,ssp585
2097,3,8.235,ACCESS-ESM1-5,ssp585
2097,9,0.004,ACCESS-ESM1-5,ssp585
2098,3,8.217,ACCESS-ESM1-5,ssp585
2098,9,0.002,ACCESS-ESM1-5,ssp585
2099,3,8.199,ACCESS-ESM1-5,ssp585
2099,9,0.011,ACCESS-ESM1-5,ssp585
2100,3,8.151,ACCESS-ESM1-5,ssp585
2100,9,0.006,ACCESS-ESM1-5,ssp585
1979,3,18.127,BCC-CSM2-MR,ssp245
1979,9,7.099,BCC-CSM2-MR,ssp245
1980,3,18.129,BCC-CSM2-MR,ssp245
1980,9,7.935,BCC-CSM2-MR,ssp245
1981,3,17.925,BCC-CSM2-MR,ssp245
1981,9,7.987,BCC-CSM2-MR,ssp245
1982,3,17.307,BCC-CSM2-MR,ssp245
1982,9,8.663,BCC-CSM2-MR,ssp245
1983,3,17.607,BCC-CSM2-MR,ssp245
1983,9,9.296,BCC-CSM2-MR,ssp245
1984,3,17.862,BCC-CSM2-MR,ssp245
1984,9,8.326,BCC-CSM2-MR,ssp245
1985,3,18.198,BCC-CSM2-MR,ssp245
1985,9,8.331,BCC-CSM2-MR,ssp245
1986,3,17.786,BCC-CSM2-MR,ssp245
1986,9,8.72,BCC-CSM2-MR,ssp245
1987,3,18.042,BCC-CSM2-MR,ssp245
1987,9,7.471,BCC-CSM2-MR,ssp245
1988,3,18.384,BCC-CSM2-MR,ssp245
1988,9,7.351,BCC-CSM2-MR,ssp245
1989,3,17.865,BCC-CSM2-MR,ssp245
1989,9,7.779,BCC-CSM2-MR,ssp245
1990,3,17.199,BCC-CSM2-MR,ssp245
1990,9,7.787,BCC-CSM2-MR,ssp245
1991,3,17.774,BCC-CSM2-MR,ssp245
1991,9,7.541,BCC-CSM2-MR,ssp245
1992,3,17.875,BCC-CSM2-MR,ssp245
1992,9,8.806,BCC-CSM2-MR,ssp245
1993,3,17.858,BCC-CSM2-MR,ssp245
1993,9,8.564,BCC-CSM2-MR,ssp245
1994,3,17.976,BCC-CSM2-MR,ssp245
1994,9,7.993,BCC-CSM2-MR,ssp245
1995,3,17.869,BCC-CSM2-MR,ssp245
1995,9,7.968,BCC-CSM2-MR,ssp245
1996,3,17.683,BCC-CSM2-MR,ssp245
1996,9,8.444,BCC-CSM2-MR,ssp245
1997,3,17.618,BCC-CSM2-MR,ssp245
1997,9,6.8,BCC-CSM2-MR,ssp245
1998,3,17.793,BCC-CSM2-MR,ssp245
1998,9,7.377,BCC-CSM2-MR,ssp245
1999,3,18.15,BCC-CSM2-MR,ssp245
1999,9,7.351,BCC-CSM2-MR,ssp245
2000,3,17.246,BCC-CSM2-MR,ssp245
2000,9,8.026,BCC-CSM2-MR,ssp245
2001,3,17.139,BCC-CSM2-MR,ssp245
2001,9,7.562,BCC-CSM2-MR,ssp245
2002,3,16.91,BCC-CSM2-MR,ssp245
2002,9,5.871,BCC-CSM2-MR,ssp245
2003,3,16.707,BCC-CSM2-MR,ssp245
2003,9,6.394,BCC-CSM2-MR,ssp245
2004,3,16.818,BCC-CSM2-MR,ssp245
2004,9,5.803,BCC-CSM2-MR,ssp245
2005,3,16.981,BCC-CSM2-MR,ssp245
2005,9,6.576,BCC-CSM2-MR,ssp245
2006,3,16.902,BCC-CSM2-MR,ssp245
2006,9,5.969,BCC-CSM2-MR,ssp245
2007,3,16.882,BCC-CSM2-MR,ssp245
2007,9,5.024,BCC-CSM2-MR,ssp245
2008,3,16.861,BCC-CSM2-MR,ssp245
2008,9,5.654,BCC-CSM2-MR,ssp245
2009,3,17.27,BCC-CSM2-MR,ssp245
2009,9,6.387,BCC-CSM2-MR,ssp245
2010,3,16.655,BCC-CSM2-MR,ssp245
2010,9,7.028,BCC-CSM2-MR,ssp245
2011,3,16.633,BCC-CSM2-MR,ssp245
2011,9,6.373,BCC-CSM2-MR,ssp245
2012,3,16.781,BCC-CSM2-MR,ssp245
2012,9,5.738,BCC-CSM2-MR,ssp245
2013,3,17.075,BCC-CSM2-MR,ssp245
2013,9,6.092,BCC-CSM2-MR,ssp245
2014,3,16.751,BCC-CSM2-MR,ssp245
2014,9,5.287,BCC-CSM2-MR,ssp245
2015,3,17.101,BCC-CSM2-MR,ssp245
2015,9,5.22,BCC-CSM2-MR,ssp245
2016,3,17.089,BCC-CSM2-MR,ssp245
2016,9,5.31,BCC-CSM2-MR,ssp245
2017,3,17.355,BCC-CSM2-MR,ssp245
2017,9,6.557,BCC-CSM2-MR,ssp245
2018,3,17.48,BCC-CSM2-MR,ssp245
2018,9,6.49,BCC-CSM2-MR,ssp245
2019,3,17.139,BCC-CSM2-MR,ssp245
2019,9,4.829,BCC-CSM2-MR,ssp245
2020,3,16.754,BCC-CSM2-MR,ssp245
2020,9,6.489,BCC-CSM2-MR,ssp245
2021,3,17.189,BCC-CSM2-MR,ssp245
2021,9,4.912,BCC-CSM2-MR,ssp245
2022,3,17.212,BCC-CSM2-MR,ssp245
2022,9,6.178,BCC-CSM2-MR,ssp245
2023,3,17.393,BCC-CSM2-MR,ssp245
2023,9,5.395,BCC-CSM2-MR,ssp245
2024,3,17.21,BCC-CSM2-MR,ssp245
2024,9,7.282,BCC-CSM2-MR,ssp245
2025,3,16.799,BCC-CSM2-MR,ssp245
2025,9,6.202,BCC-CSM2-MR,ssp245
2026,3,16.806,BCC-CSM2-MR,ssp245
2026,9,5.392,BCC-CSM2-MR,ssp245
2027,3,16.163,BCC-CSM2-MR,ssp245
2027,9,4.865,BCC-CSM2-MR,ssp245
2028,3,16.207,BCC-CSM2-MR,ssp245
2028,9,4.512,BCC-CSM2-MR,ssp245
2029,3,16.678,BCC-CSM2-MR,ssp245
2029,9,3.297,BCC-CSM2-MR,ssp245
2030,3,16.31,BCC-CSM2-MR,ssp245
2030,9,5.851,BCC-CSM2-MR,ssp245
2031,3,16.2,BCC-CSM2-MR,ssp245
2031,9,5.712,BCC-CSM2-MR,ssp245
2032,3,16.246,BCC-CSM2-MR,ssp245
2032,9,5.814,BCC-CSM2-MR,ssp245
2033,3,16.564,BCC-CSM2-MR,ssp245
2033,9,5.738,BCC-CSM2-MR,ssp245
2034,3,16.552,BCC-CSM2-MR,ssp245
2034,9,4.085,BCC-CSM2-MR,ssp245
2035,3,15.745,BCC-CSM2-MR,ssp245
2035,9,4.296,BCC-CSM2-MR,ssp245
2036,3,15.992,BCC-CSM2-MR,ssp245
2036,9,6.504,BCC-CSM2-MR,ssp245
